HighlandsEastern_ExplorationResults[1].Action.ActionName,Cave System,洞窟のネットワーク,
HighlandsEastern_ExplorationResults[2].Action.ActionName,Volcano,火山,
HighlandsEastern_ExplorationResults[3].Action.ActionName,Area Explored,探検済み,
HighlandsWestern_CardName,Western Highlands,西の高地,
HighlandsWestern_CardDescription,A more mountainous area of the jungle.,山が多いジャングルのエリア。,
HighlandsWestern_CardInteractions[0].ActionName,Cut Wood,木を切る,
HighlandsWestern_CardInteractions[1].ActionName,Cut Wood,木を切る,
HighlandsWestern_DismantleActions[0].ActionName,Explore,探検する,
HighlandsWestern_ExplorationResults[0].Action.ActionName,Hole,穴,
HighlandsWestern_ExplorationResults[1].Action.ActionName,Jungle Highlands,ジャングルの高地,
HighlandsWestern_ExplorationResults[2].Action.ActionName,Eastern Highlands,西の高地,
HighlandsWestern_ExplorationResults[3].Action.ActionName,Grasslands,草原,
HighlandsWestern_ExplorationResults[4].Action.ActionName,Area Explored,探検済み,
HighPoint_CardName,High Point,最高点,
HighPoint_CardDescription,This is the highest point on the island. What a nice view!,島の最高点。凄く景色がいい！,
HighPoint_DismantleActions[0].ActionName,Survey,島を見渡す,
Jungle_CardName,Jungle,ジャングル,
Jungle_CardDescription,"I should explore it for resources, food and locations of interest.",資源、食べ物や観光できる場所を探そう。,
Jungle_CardInteractions[0].ActionName,Cut Wood,木を切る,
Jungle_CardInteractions[1].ActionName,Cut Wood,木を切る,
Jungle_DismantleActions[0].ActionName,Explore,探検する,
Jungle_ExplorationResults[0].Action.ActionName,Wetlands,湿地,
Jungle_ExplorationResults[1].Action.ActionName,Bay,入江,
Jungle_ExplorationResults[2].Action.ActionName,Grasslands,草原,
Jungle_ExplorationResults[3].Action.ActionName,Outskirts,周辺,
JungleHighlands_CardName,Jungle Highlands,ジャングルの高地,
JungleHighlands_CardDescription,"I should explore it for resources, food and locations of interest.",資源、食べ物や観光できる場所を探そう。,
JungleHighlands_CardInteractions[0].ActionName,Cut Wood,木を切る,
JungleHighlands_CardInteractions[1].ActionName,Cut Wood,木を切る,
JungleHighlands_DismantleActions[0].ActionName,Explore,探検する,
JungleHighlands_ExplorationResults[0].Action.ActionName,Deep Jungle,深いジャングル,
JungleHighlands_ExplorationResults[1].Action.ActionName,Macaque Den,マカクザルの巣,
JungleHighlands_ExplorationResults[2].Action.ActionName,Highlands,高地,
JungleHighlands_ExplorationResults[3].Action.ActionName,Bat Cave,コウモリの洞窟,
JungleHighlands_ExplorationResults[4].Action.ActionName,Cove,入り江,
JungleHighlands_ExplorationResults[5].Action.ActionName,Fully Explored,完全に探検済み,
Mangroves_CardName,Mangrove Forest,マングローブ林,
Mangroves_CardDescription,A flooded forest of twisted roots and mangrove trees.,ねじれた根元とマングローブ木でいっぱいの水浸した森。,
Mangroves_CardInteractions[0].ActionName,Cut Wood,木を切る,
Mangroves_CardInteractions[1].ActionName,Cut Wood,木を切る,
Mangroves_DismantleActions[0].ActionName,Explore,探検する,
Mangroves_ExplorationResults[0].Action.ActionName,Grasslands W,草原W,
Mangroves_ExplorationResults[1].Action.ActionName,Mangroves Explored,マングローブ林探検済み,
Outskirts_CardName,Jungle Outskirts,ジャングルの周辺,
Outskirts_CardDescription,"I could look for resources here, specially wood. If there's a way inland, it's probably here too.",ここでは資源、特に木を見つけられそう。内陸に向かう道があるなら、おそらくここにもあるはずだ。,
Outskirts_CardInteractions[0].ActionName,Cut Wood,木を切る,
Outskirts_CardInteractions[1].ActionName,Cut Wood,木を切る,
Outskirts_DismantleActions[0].ActionName,Explore,探検する,
Outskirts_ExplorationResults[0].Action.ActionName,Beach,ビーチ,
Rocks_CardName,Rocks,岩場,
Rocks_CardDescription,A rocky area below the cliffs of the island. Could probably get stones and crabs from here.,崖の下にある岩場。カニや石を集められそう。,
Rocks_DismantleActions[0].ActionName,Explore,探検する,
Rocks_ExplorationResults[0].Action.ActionName,Tide Pool 1,潮だまり１,
Rocks_ExplorationResults[1].Action.ActionName,Tide Pool 2,潮だまり２,
Rocks_ExplorationResults[2].Action.ActionName,Cave Found,洞窟を見つけた,
Rocks_ExplorationResults[3].Action.ActionName,Tide Pool 3,潮だまり３,
Rocks_ExplorationResults[4].Action.ActionName,Explored,探検済み,
SandSource_CardName,Sand,砂,
SandSource_CardDescription,Could probably use it for something.,何かに使えそう。,
SandSource_CardInteractions[0].ActionName,Dig Up Sand,土壌を掘り出す,
SandSource_DismantleActions[0].ActionName,Gather Sand,砂を集める,
SandSource_DismantleActions[1].ActionName,Build a Sand Castle,砂の城を作る,
Sea_Atoll_CardName,Sea,海,
Sea_Atoll_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Atoll_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Atoll_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Atoll_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Atoll_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Atoll_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Atoll_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Atoll_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Atoll_CardInteractions[3].ActionName,Fill,入れる,
Sea_Atoll_CardInteractions[4].ActionName,Deploy,設置する,
Sea_Atoll_CardInteractions[5].ActionName,Boom!,バーン！,
Sea_Atoll_DismantleActions[0].ActionName,Drink,飲む,
Sea_Atoll_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Atoll_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_Atoll_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Atoll_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_Atoll_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_Atoll_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
Sea_Bay_CardName,Sea,海,
Sea_Bay_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Bay_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Bay_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Bay_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Bay_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Bay_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Bay_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Bay_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Bay_CardInteractions[3].ActionName,Fill,入れる,
Sea_Bay_CardInteractions[4].ActionName,Deploy,設置する,
Sea_Bay_CardInteractions[5].ActionName,Boom!,バーン！,
Sea_Bay_DismantleActions[0].ActionName,Drink,飲む,
Sea_Bay_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Bay_DismantleActions[1].ProducedCards[9].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_Bay_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Bay_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_Bay_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_Bay_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
Sea_Beach_CardName,Sea,海,
Sea_Beach_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Beach_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Beach_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Beach_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Beach_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Beach_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Beach_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Beach_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Beach_CardInteractions[3].ActionName,Fill,入れる,
Sea_Beach_CardInteractions[4].ActionName,Deploy,設置する,
Sea_Beach_CardInteractions[5].ActionName,Boom!,バーン！,
Sea_Beach_DismantleActions[0].ActionName,Drink,飲む,
Sea_Beach_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Beach_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_Beach_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Beach_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_Beach_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_Beach_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
Sea_Cove_CardName,Sea,海,
Sea_Cove_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Cove_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Cove_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Cove_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Cove_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Cove_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Cove_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Cove_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Cove_CardInteractions[3].ActionName,Fill,入れる,
Sea_Cove_CardInteractions[4].ActionName,Deploy,設置する,
Sea_Cove_CardInteractions[5].ActionName,Boom!,バーン！,
Sea_Cove_DismantleActions[0].ActionName,Drink,飲む,
Sea_Cove_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Cove_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_Cove_DismantleActions[1].ProducedCards[4].CollectionMessages[0],No luck...,駄目だった・・・,
Sea_Cove_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Cove_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_Cove_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_Cove_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
Sea_DesolateBeach_CardName,Sea,海,
Sea_DesolateBeach_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_DesolateBeach_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_DesolateBeach_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_DesolateBeach_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_DesolateBeach_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_DesolateBeach_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_DesolateBeach_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_DesolateBeach_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_DesolateBeach_CardInteractions[3].ActionName,Fill,入れる,
Sea_DesolateBeach_CardInteractions[4].ActionName,Boom!,バーン！,
Sea_DesolateBeach_DismantleActions[0].ActionName,Drink,飲む,
Sea_DesolateBeach_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_DesolateBeach_DismantleActions[1].ProducedCards[5].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_DesolateBeach_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_DesolateBeach_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_DesolateBeach_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_DesolateBeach_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
Sea_Mangroves_CardName,Sea,海,
Sea_Mangroves_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Mangroves_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Mangroves_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Mangroves_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Mangroves_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Mangroves_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Mangroves_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Mangroves_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Mangroves_CardInteractions[3].ActionName,Fill,入れる,
Sea_Mangroves_CardInteractions[4].ActionName,Boom!,バーン！,
Sea_Mangroves_DismantleActions[0].ActionName,Drink,飲む,
Sea_Mangroves_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Mangroves_DismantleActions[1].ProducedCards[4].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_Mangroves_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Mangroves_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_Mangroves_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_Mangroves_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
Sea_Raft_CardName,Sea,海,
Sea_Raft_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Raft_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Raft_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Raft_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Raft_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Raft_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Raft_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Raft_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Raft_CardInteractions[3].ActionName,Fill,入れる,
Sea_Raft_CardInteractions[4].ActionName,Boom!,バーン！,
Sea_Raft_DismantleActions[0].ActionName,Drink,飲む,
Sea_Raft_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Raft_DismantleActions[1].ProducedCards[1].CollectionMessages[0],Went for a nice swim!,いい泳ぎをした！,
Sea_Raft_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Rocks_CardName,Sea,海,
Sea_Rocks_CardDescription,Could go for a swim or try to get some fish with the right equipment.,水泳するか、道具を集めて釣りをしてみる。,
Sea_Rocks_SpecialDurability1.CardStatName,Sea Damage,海のダメージ,
Sea_Rocks_CardInteractions[0].ActionName,Spear Fish,槍で釣ってみる,
Sea_Rocks_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Rocks_CardInteractions[1].ActionName,Fish,釣ってみる,
Sea_Rocks_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Rocks_CardInteractions[2].ActionName,Fish,釣ってみる,
Sea_Rocks_CardInteractions[2].ProducedCards[0].CollectionMessages[0],No luck...,釣りに失敗した・・・,
Sea_Rocks_CardInteractions[3].ActionName,Fill,入れる,
Sea_Rocks_CardInteractions[4].ActionName,Boom!,バーン！,
Sea_Rocks_DismantleActions[0].ActionName,Drink,飲む,
Sea_Rocks_DismantleActions[1].ActionName,Dive,ダイビングする,
Sea_Rocks_DismantleActions[1].ProducedCards[3].CollectionMessages[0],You found nothing!,何も見つけなかった！,
Sea_Rocks_DismantleActions[2].ActionName,Wash yourself,体を洗う,
Sea_Rocks_DismantleActions[3].ActionName,Return to the sea,海に帰る,
Sea_Rocks_DismantleActions[3].ActionDescription,Warning: This will end the game.,注意：これでゲームが終わる。,
Sea_Rocks_DismantleActions[3].ActionLog.LogText,I went back to the depths of the ocean.,深い海に戻った。,
SecretValley_CardName,Secret Valley,秘密の谷間,
SecretValley_CardDescription,"A lush green valley, surrounded by cliffs and jungles.",崖やジャングルに囲まれている緑の多い谷。,
SecretValley_CardInteractions[0].ActionName,Dig Up Soil,土壌を掘り出す,
SecretValley_DismantleActions[0].ActionName,Explore,探検する,
SecretValley_ExplorationResults[0].Action.ActionName,Deep Jungle,深いジャングル,
SecretValley_ExplorationResults[1].Action.ActionName,Area Explored,探検済み,
Shipwreck_CardName,Shipwreck,難破船,
Shipwreck_DismantleActions[0].ActionName,Explore the shipwreck,難破船を探検する,
Volcano_CardName,Volcano,火山,
Volcano_CardDescription,"The air here is toxic, I should proceed with caution.",ここの空気は有毒だ。気を付けて進まないと。,
Volcano_DismantleActions[0].ActionName,Explore,探検する,
Volcano_ExplorationResults[0].Action.ActionName,Eastern Highlands,東の高地,
Volcano_ExplorationResults[1].Action.ActionName,Desolate Beach,荒涼としたビーチ,
Volcano_ExplorationResults[2].Action.ActionName,Area Explored,探検済み,
Wetlands_CardName,Wetland Jungle,ジャングルの湿地,
Wetlands_CardDescription,A shady and damp area of the jungle.,ジャングルの暗くて湿ったエリア。,
Wetlands_CardInteractions[0].ActionName,Cut Wood,木を切る,
Wetlands_CardInteractions[1].ActionName,Cut Wood,木を切る,
Wetlands_DismantleActions[0].ActionName,Explore,探検する,
Wetlands_ExplorationResults[0].Action.ActionName,Puddle1,水たまり１,
Wetlands_ExplorationResults[1].Action.ActionName,Puddle2,水たまり２,
Wetlands_ExplorationResults[2].Action.ActionName,Dark Cave,暗い洞窟,
Wetlands_ExplorationResults[3].Action.ActionName,Cliffs,崖,
Wetlands_ExplorationResults[4].Action.ActionName,Jungle,ジャングル,
Wetlands_ExplorationResults[5].Action.ActionName,Deep Jungle,深いジャングル,
Wetlands_ExplorationResults[6].Action.ActionName,Explored,探検済み,
Path_AcidLakeToVolcano_CardName,Volcano,火山,
Path_AcidLakeToVolcano_CardDescription,Move to the Volcano.\n\n<b>(only cards on my hand row will be carried)</b>,火山へ移動\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_AcidLakeToVolcano_DismantleActions[0].ActionName,Go,行く,
Path_AcidLakeToVolcano_DismantleActions[0].FadeMessage,Travelling to the Volcano...,火山に移動中・・・,
Path_BayToBeach_CardName,Beach,ビーチ,
Path_BayToBeach_CardDescription,Continue walking along the coast.\n\n<b>(only cards on my hand row will be carried)</b>,海岸沿いを歩き続ける。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_BayToBeach_DismantleActions[0].ActionName,Go,行く,
Path_BayToBeach_DismantleActions[0].FadeMessage,Travelling to the Beach...,ビーチに移動中・・・,
Path_BayToJungle_CardName,Jungle Path,ジャングルの道,
Path_BayToJungle_CardDescription,Walk into the jungle.\n\n<b>(only cards on my hand row will be carried)</b>,ジャングルの中を歩く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_BayToJungle_DismantleActions[0].ActionName,Go,行く,
Path_BayToJungle_DismantleActions[0].FadeMessage,Travelling to the Jungle...,ジャングルに移動中・・・,
Path_BayToMangroves_CardName,Mangrove Forest,マングローブ林,
Path_BayToMangroves_CardDescription,Enter the Mangroves. Proceed with caution!\n\n<b>(only cards on my hand row will be carried)</b>,マングローブに入る。慎重に進もう！\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_BayToMangroves_DismantleActions[0].ActionName,Go,行く,
Path_BayToMangroves_DismantleActions[0].FadeMessage,Travelling to the Mangroves...,マングローブ林に移動中・・・,
Path_BeachToBay_CardName,Bay,入江,
Path_BeachToBay_CardDescription,The beach continues into the bay.\n\n<b>(only cards on my hand row will be carried)</b>,ビーチは入江へと続いている。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_BeachToBay_DismantleActions[0].ActionName,Go,行く,
Path_BeachToBay_DismantleActions[0].FadeMessage,Travelling to the Bay...,入江に移動中・・・,
Path_BeachToOutskirts_CardName,Jungle Outskirts,ジャングルの周辺,
Path_BeachToOutskirts_CardDescription,Move to the outskirts of the jungle.\n\n<b>(only cards on my hand row will be carried)</b>,ジャングル周辺へ移動。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_BeachToOutskirts_DismantleActions[0].ActionName,Go,行く,
Path_BeachToOutskirts_DismantleActions[0].FadeMessage,Travelling to the Outskirts...,周辺に移動中・・・,
Path_BeachToRocks_CardName,Rocks,岩場,
Path_BeachToRocks_CardDescription,A rocky area below the cliffs of the island. Could probably get <b>stones</b> and <b>crabs</b> from here.\n\n<b>(only cards on my hand row will be carried)</b>,崖の下にある岩場。岩場で<b>石</b>や<b>カニ</b>を見つけそう。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_BeachToRocks_DismantleActions[0].ActionName,Go,行く,
Path_BeachToRocks_DismantleActions[0].FadeMessage,Travelling to the Rocks...,岩場に移動中・・・,
Path_CoveToJungleHighlands_CardName,Jungle Highlands,ジャングルの高地,
Path_CoveToJungleHighlands_CardDescription,Climbing these cliffs should take me to the Jungle Highlands.\n\n<b>(only cards on my hand row will be carried)</b>,この崖を上るとジャングルの高地に着く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_CoveToJungleHighlands_DismantleActions[0].ActionName,Climb Up,上る,
Path_CoveToJungleHighlands_DismantleActions[0].FadeMessage,Travelling to the Highlands…,高地に行く・・・,
Path_CoveToJungleHighlands_DismantleActions[1].ActionName,Train Climbing,上る練習,
Path_DeepJungleToJungleHighlands_CardName,Jungle Highlands,ジャングルの高地,
Path_DeepJungleToJungleHighlands_CardDescription,Move to the Jungle Highlands.\n\n<b>(only cards on my hand row will be carried)</b>,ジャングルの高地に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_DeepJungleToJungleHighlands_DismantleActions[0].ActionName,Go,行く,
Path_DeepJungleToJungleHighlands_DismantleActions[0].FadeMessage,Travelling to the Jungle Highlands...,ジャングルの高地に移動中・・・,
Path_DeepJungleToValley_CardName,Secret Valley,秘密の谷間,
Path_DeepJungleToValley_CardDescription,Move to the Secret Valley.\n\n<b>(only cards on my hand row will be carried)</b>,秘密の谷間に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_DeepJungleToValley_DismantleActions[0].ActionName,Go,行く,
Path_DeepJungleToValley_DismantleActions[0].FadeMessage,Travelling to the Secret Valley...,秘密の谷間に移動中・・・,
Path_DeepJungleToWetlands_CardName,Wetlands,湿地,
Path_DeepJungleToWetlands_CardDescription,Move to the Jungle Wetlands.\n\n<b>(only cards on my hand row will be carried)</b>,ジャングルの湿地に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_DeepJungleToWetlands_DismantleActions[0].ActionName,Go,行く,
Path_DeepJungleToWetlands_DismantleActions[0].FadeMessage,Travelling to the Wetlands...,湿地に移動中・・・,
Path_DesolateBeachToGrasslandsE_CardName,Eastern Grasslands,東の草原,
Path_DesolateBeachToGrasslandsE_CardDescription,Move to the Eastern grasslands.\n\n<b>(only cards on my hand row will be carried)</b>,東の草原に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_DesolateBeachToGrasslandsE_DismantleActions[0].ActionName,Go,行く,
Path_DesolateBeachToGrasslandsE_DismantleActions[0].FadeMessage,Travelling to the Eastern Grasslands...,東の草原に移動中・・・,
Path_DesolateBeachToMangroves_CardName,Mangrove Forest,マングローブ林,
Path_DesolateBeachToMangroves_CardDescription,Move to the Mangroves. Proceed with caution!\n\n<b>(only cards on my hand row will be carried)</b>,マングローブ林に行く。気を付けて行動しよう！\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_DesolateBeachToMangroves_DismantleActions[0].ActionName,Go,行く,
Path_DesolateBeachToMangroves_DismantleActions[0].FadeMessage,Travelling to the Mangroves...,マングローブ林に移動中・・・,
Path_DesolateBeachToVolcano_CardName,Volcano,火山,
Path_DesolateBeachToVolcano_CardDescription,Move to the Volcano.\n\n<b>(only cards on my hand row will be carried)</b>,火山に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_DesolateBeachToVolcano_DismantleActions[0].ActionName,Go,行く,
Path_DesolateBeachToVolcano_DismantleActions[0].FadeMessage,Travelling to the Volcano...,火山に移動中・・・,
Path_GrasslandsEToDesolateBeach_CardName,Desolate Beach,荒涼としたビーチ,
Path_GrasslandsEToDesolateBeach_CardDescription,This will get me to the desolate beach.\n\n<b>(only cards on my hand row will be carried)</b>,これで荒涼としたビーチに行ける。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_GrasslandsEToDesolateBeach_DismantleActions[0].ActionName,Go,行く,
Path_GrasslandsEToDesolateBeach_DismantleActions[0].FadeMessage,Travelling to the Desolate Beach...,荒涼としたビーチに移動中・・・,
Path_GrasslandsEToGrasslandsW_CardName,Western Grasslands,西の草原,
Path_GrasslandsEToGrasslandsW_CardDescription,Move to the Western Grasslands.\n\n<b>(only cards on my hand row will be carried)</b>,西の草原に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_GrasslandsEToGrasslandsW_DismantleActions[0].ActionName,Go,行く,
Path_GrasslandsEToGrasslandsW_DismantleActions[0].FadeMessage,Travelling to the Grasslands...,草原に移動中・・・,
Path_GrasslandsEToHighlandsE_CardName,Eastern Highlands,東の高地,
Path_GrasslandsEToHighlandsE_CardDescription,Move to the Eastern Highlands.\n\n<b>(only cards on my hand row will be carried)</b>,東の高地に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_GrasslandsEToHighlandsE_DismantleActions[0].ActionName,Go,行く,
Path_GrasslandsEToHighlandsE_DismantleActions[0].FadeMessage,Travelling to the Highlands...,高地に移動中・・・,
Path_GrasslandsWToGrasslandsE_CardName,Eastern Grasslands,東の草原,
Path_GrasslandsWToGrasslandsE_CardDescription,Move to the Eastern Grasslands.\n\n<b>(only cards on my hand row will be carried)</b>,東の草原に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_GrasslandsWToGrasslandsE_DismantleActions[0].ActionName,Go,行く,
Path_GrasslandsWToGrasslandsE_DismantleActions[0].FadeMessage,Travelling to the Grasslands...,草原に移動中・・・,
Path_GrasslandsWToHighlandsW_CardName,Western Highlands,西の高地,
Path_GrasslandsWToHighlandsW_CardDescription,Move to the Western Highlands.\n\n<b>(only cards on my hand row will be carried)</b>,西の高地に行く。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_GrasslandsWToHighlandsW_DismantleActions[0].ActionName,Go,行く,
Path_GrasslandsWToHighlandsW_DismantleActions[0].FadeMessage,Travelling to the Highlands...,高地に移動中・・・,
Path_GrasslandsWToJungle_CardName,Jungle Path,ジャングルの道,
Path_GrasslandsWToJungle_CardDescription,This should take me to the jungle.\n\n<b>(only cards on my hand row will be carried)</b>,この道でジャングルに行けそう。\n\n<b>（手の列のカードしか持っていけない）</b>,
Path_GrasslandsWToJungle_DismantleActions[0].ActionName,Go,行く,
Path_GrasslandsWToJungle_DismantleActions[0].FadeMessage,Travelling to the Jungle...,ジャングルに移動中・・・,
Path_GrasslandsWToMangroves_CardName,Mangrove Forest,マングローブ林,
